"","zone","state","N.child","prop.lowstart","prop.highby30","p.upmover","Urban","Black","Seg_racial","Seg_income","Seg_poverty","Seg_affluence","Commute","Income","Gini","Share01","Gini_99","Middle_class","Local_tax_rate","Local_gov_spending","Progressivity","EITC","School_spending","Student_teacher_ratio","Test_scores","HS_dropout","Colleges","Tuition","Graduation","Labor_force_participation","Manufacturing","Chinese_imports","Teenage_labor","Migration_in","Migration_out","Foreign_born","Social_capital","Religious","Violent_crime","Single_mothers","Divorced","Married","Longitude","Latitude"
"27601","Rapid City","SD",14261,0.168,0.214,0.093,1,0.007,0.08,0.053,0.05,0.058,0.484,33201,0.39,10.24,0.287,0.617,0.029,1719,0,0,4.695,16.8,0.755,0.012,0.025,3265,-0.05,0.688,0.079,0.628,0.007,0.012,0.013,0.017,0.744,0.542,0.001,0.216,0.111,0.576,-102.985694885254,43.9553756713867
"27605","Mission","SD",1053,0.511,0.057,0.024,0,0.001,0.102,0.003,0.001,0.003,0.465,17598,0.381,5.522,0.326,0.379,0.012,2285,0,0,5.546,13.9,-30.399,NA,0.09,1632,-0.083,0.587,0.014,0,0.005,0.008,0.006,0.006,0.035,0.551,0,0.391,0.138,0.373,-100.702262878418,43.6780586242676
"27702","Cheyenne","WY",8167,0.146,0.224,0.096,1,0.021,0.064,0.056,0.043,0.072,0.564,34425,0.366,9.978,0.266,0.591,0.017,3061,0,0,5.823,16.4,2.301,0.009,0.01,1128,-0.248,0.664,0.055,0.284,0.006,0.028,0.027,0.026,0.876,0.5,0.001,0.199,0.125,0.583,-103.619277954102,41.2267875671387
"27704","Gordon","SD",2395,0.394,0.098,0.032,0,0.001,0.486,0.034,0.046,0.019,0.588,19815,0.334,6.245,0.271,0.495,0.017,1751,0,0,6.731,13.9,-19.811,-0.006,0.045,1560,-0.277,0.57,0.019,0.157,0.005,0.009,0.01,0.007,-0.153,0.454,0.001,0.318,0.095,0.454,-102.420791625977,42.9795875549316
"27901","Hastings","NE",3477,0.135,0.259,0.111,0,0.005,0.059,0.041,0.047,0.036,0.599,34343,0.375,12.631,0.248,0.641,0.039,3668,1.72,0,7.202,14.1,0.591,-0.015,0.024,12396,0.211,0.666,0.147,0.323,0.008,0.008,0.01,0.038,1.596,0.645,0,0.16,0.078,0.594,-98.4005584716797,40.3708229064941
"27902","York","NE",2488,0.11,0.308,0.187,0,0.006,0.037,0.004,0.003,0.002,0.628,35524,0.304,7.531,0.228,0.683,0.032,2505,1.72,0,7.759,13,5.696,-0.03,0.037,8200,0.057,0.654,0.116,0.104,0.008,0.013,0.014,0.012,2.329,0.695,0.001,0.115,0.068,0.639,-97.6013412475586,41.0392227172852
"2800","Laurel","MS",9667,0.369,0.162,0.069,0,0.318,0.138,0.015,0.016,0.013,0.32,26974,0.511,13.527,0.376,0.451,0.013,1817,0,0,4.429,17.9,-9.186,0.001,0.017,872,-0.088,0.557,0.248,2.199,0.003,0.012,0.013,0.013,-0.56,0.62,0.002,0.258,0.098,0.547,-89.1161804199219,31.800952911377
"28001","Sioux City","IA",16499,0.129,0.247,0.113,1,0.012,0.2,0.044,0.037,0.052,0.454,35655,0.381,10.997,0.271,0.615,0.025,2173,2.86,3.714,5.613,15.9,-0.747,0.003,0.032,5084,0.036,0.689,0.215,0.358,0.007,0.007,0.014,0.062,1.267,0.597,0.002,0.186,0.088,0.568,-96.4562072753906,42.4197807312012
"28101","Lincoln","NE",22930,0.107,0.25,0.091,1,0.023,0.094,0.095,0.088,0.109,0.434,35973,0.376,14.437,0.231,0.586,0.027,2960,1.72,0,6.915,15.1,-1.788,0.012,0.022,4557,0.082,0.72,0.131,0.452,0.007,0.02,0.021,0.048,1.659,0.496,0.001,0.187,0.09,0.537,-96.8775787353516,40.5198974609375
"28303","Oshkosh","NE",NA,NA,NA,NA,0,0.001,0,0,0,0,0.677,31316,0.278,NA,NA,NA,0.041,2821,1.72,0,8.744,11.2,NA,NA,NA,NA,NA,0.593,0.026,1.331,NA,NA,NA,0.011,3.942,0.7,0.001,0.147,0.095,0.628,-102.358543395996,41.5615425109863
"28305","Broken Bow","NE",1210,0.226,0.261,0.176,0,0.001,0.01,0.004,0.002,0.004,0.63,33846,0.3,6.249,0.237,0.632,0.031,2927,1.72,0,6.951,12.6,9.913,-0.034,NA,NA,NA,0.649,0.1,0.414,0.006,0.007,0.014,0.005,1.554,0.585,0,0.109,0.068,0.664,-99.9864883422852,41.6120452880859
"28306","North Platte","NE",3291,0.136,0.242,0.123,0,0.005,0.038,0.021,0.016,0.023,0.598,35591,0.323,7.625,0.247,0.571,0.033,2203,1.72,0,6.038,14.6,5.513,-0.004,0.028,1260,0.024,0.658,0.037,0.184,0.006,0.017,0.014,0.011,1.646,0.602,0,0.172,0.095,0.618,-100.81453704834,41.278678894043
"28401","Colorado Springs","CO",45513,0.138,0.183,0.089,1,0.06,0.084,0.111,0.093,0.129,0.311,37765,0.404,11.252,0.292,0.543,0.024,2739,0,1.429,5.477,18.7,6.149,NA,0.02,4922,0.066,0.696,0.108,1.91,0.005,0.05,0.047,0.058,-0.169,0.365,0.002,0.187,0.108,0.594,-105.356147766113,38.3224334716797
"28501","Springfield","CO",395,0.252,0.224,0.192,0,0,0.001,0.001,0.002,0.001,0.667,31260,0.305,NA,NA,NA,0.041,3379,0,1.429,7.474,10.8,NA,NA,NA,NA,NA,0.577,0.024,0.009,NA,NA,NA,0.024,0.665,0.403,0.001,0.146,0.09,0.629,-102.721206665039,37.3058547973633
"28502","Pueblo","CO",14575,0.258,0.158,0.066,1,0.017,0.089,0.072,0.061,0.083,0.44,31075,0.442,13.04,0.312,0.566,0.027,2410,0,1.429,5.7,18.3,0.741,NA,0.021,1795,-0.107,0.577,0.085,0.609,0.005,0.017,0.015,0.038,0.547,0.571,0.002,0.247,0.112,0.555,-103.660545349121,38.0061569213867
"28503","Trinidad","CO",1650,0.34,0.186,0.118,0,0.011,0.065,0.019,0.019,0.022,0.579,30720,0.372,6.173,0.31,0.484,0.041,3305,0,1.429,6.233,15.9,-3.549,NA,0.043,1386,0.091,0.525,0.041,0.083,0.005,0.012,0.018,0.02,0.505,0.708,0.003,0.242,0.12,0.541,-104.934707641602,37.6306228637695
"28601","Oberlin","KS",615,0.181,0.292,0.243,0,0.004,0.004,0.004,0.001,0.007,0.645,36684,0.274,4.693,0.227,0.65,0.034,2135,0.2,1.905,7.4,11.2,15.591,-0.035,NA,NA,NA,0.579,0.024,0.192,0.007,NA,NA,0.008,3.01,0.694,0,0.113,0.077,0.626,-100.807014465332,39.7994422912598
"28607","McCook","NE",1869,0.152,0.27,0.182,0,0.001,0.008,0.009,0.006,0.011,0.681,32797,0.339,8.313,0.256,0.656,0.03,2859,1.72,0,7.169,12.6,10.092,NA,NA,NA,NA,0.642,0.079,0.112,0.006,0.002,0.009,0.012,1.369,0.63,0.001,0.143,0.084,0.633,-101.12816619873,40.3337936401367
"28609","Lexington","NE",4352,0.165,0.255,0.165,0,0.002,0.308,0.008,0.006,0.008,0.642,33765,0.304,6.246,0.242,0.664,0.03,3189,1.72,0,7.039,14.4,7.094,-0.011,0.021,2486,0.116,0.65,0.203,0.603,0.007,0.01,0.016,0.083,1.83,0.797,0.001,0.139,0.073,0.634,-99.8502349853516,40.4506645202637
"28701","Salida","CO",1125,0.169,0.191,0.089,0,0.016,0.032,0.023,0.012,0.029,0.644,33185,0.326,4.764,0.279,0.646,0.024,1897,0,1.429,5.695,15.5,6.261,NA,NA,NA,NA,0.529,0.038,1.359,0.008,0.026,0.022,0.02,0.35,0.531,0.002,0.175,0.1,0.64,-106.205490112305,38.7574195861816
"28703","Granby","CO",838,0.127,0.198,0.075,0,0.005,0.022,0.003,0.001,0.003,0.458,40411,0.361,8.12,0.28,0.579,0.082,3926,0,1.429,6.111,14.9,10.263,NA,NA,NA,NA,0.771,0.032,0.247,0.007,0.027,0.028,0.034,1.425,0.212,0.001,0.139,0.101,0.574,-106.005493164062,40.1051750183105
"28704","Laramie","WY",2168,0.142,0.243,0.163,0,0.01,0.036,0.059,0.039,0.074,0.755,26024,0.457,22.854,0.229,0.591,0.015,2985,0,0,6.262,14.5,9.725,0.027,0.06,2166,0.22,0.676,0.041,0.403,0.006,0.028,0.041,0.038,0.666,0.366,0.001,0.203,0.087,0.458,-106.113212585449,41.119514465332
"28800","Fort Collins","CO",33379,0.137,0.22,0.115,1,0.005,0.123,0.08,0.077,0.081,0.388,37523,0.398,10.663,0.291,0.538,0.029,3164,0,1.429,5.458,18.9,0.13,NA,0.009,2261,0.129,0.701,0.146,1.907,0.005,0.04,0.03,0.068,-0.078,0.394,0.001,0.165,0.093,0.567,-104.999366760254,40.085018157959
"2900","Hattiesburg","MS",13254,0.36,0.157,0.061,1,0.298,0.22,0.062,0.049,0.072,0.358,28079,0.509,11.349,0.396,0.441,0.015,2011,0,0,4.261,16.8,-7.941,-0.005,0.019,3586,0.109,0.605,0.132,1.094,0.003,0.021,0.019,0.013,-0.707,0.61,0.002,0.269,0.099,0.512,-89.4493865966797,31.2641201019287
"29001","Pratt","KS",1716,0.135,0.272,0.155,0,0.006,0.016,0.004,0.004,0.005,0.706,35115,0.311,6.88,0.242,0.677,0.037,2894,0.2,1.905,6.334,13.7,10.643,-0.027,0.11,1576,-0.044,0.642,0.053,0.155,0.007,0.009,0.007,0.012,2.265,0.686,0.001,0.159,0.08,0.641,-98.84619140625,37.4480171203613
"29002","Coldwater","KS",NA,NA,NA,NA,0,0.001,0,0,0,0,0.648,37696,0.211,NA,NA,NA,0.05,3294,0.2,1.905,10.5,9.6,NA,NA,NA,NA,NA,0.613,0.059,0.124,NA,NA,NA,0.01,0.777,0.743,0.001,0.144,0.08,0.647,-99.2806625366211,37.1599464416504
"29003","Dodge City","KS",3547,0.157,0.235,0.113,0,0.012,0.151,0.016,0.014,0.009,0.62,31771,0.373,7.995,0.293,0.603,0.038,2324,0.2,1.905,5.524,16.4,-4.287,-0.022,0.023,1024,-0.086,0.678,0.202,0.096,0.006,0.008,0.012,0.186,0.719,0.52,0.001,0.143,0.073,0.605,-99.9319229125977,37.6102981567383
"29004","Great Bend","KS",4247,0.145,0.257,0.131,0,0.015,0.096,0.014,0.015,0.012,0.59,33946,0.288,5.615,0.232,0.67,0.032,2292,0.2,1.905,6.736,14.1,9.964,-0.009,0.021,896,-0.028,0.642,0.1,1.354,0.006,0.01,0.01,0.037,1.878,0.709,0.001,0.16,0.091,0.624,-99.0215377807617,38.2106246948242
"29005","Hutchinson","KS",6818,0.149,0.208,0.107,0,0.026,0.082,0.043,0.032,0.047,0.522,33452,0.352,8.738,0.265,0.629,0.029,2086,0.2,1.905,6.078,14.6,9.217,-0.008,0.024,2482,-0.036,0.621,0.155,0.256,0.006,0.014,0.016,0.02,1.055,0.533,0.001,0.184,0.115,0.595,-98.1981658935547,38.2410125732422
"29006","Hays","KS",3176,0.126,0.286,0.158,0,0.006,0.039,0.031,0.027,0.038,0.711,33330,0.327,8.124,0.246,0.659,0.029,1881,0.2,1.905,6.468,13.1,17.463,-0.012,0.026,1353,0.107,0.67,0.065,0.712,0.006,0.012,0.017,0.019,1.49,0.536,0.001,0.17,0.081,0.55,-99.2211227416992,38.9188270568848
"29102","Superior","NE",1107,0.146,0.343,0.186,0,0,0.008,0.004,0.005,0.006,0.634,35206,0.419,20.119,0.218,0.685,0.033,2611,1.72,0,7.74,11.7,10.549,NA,NA,NA,NA,0.615,0.102,0.295,0.007,0,0.011,0.007,2.516,0.864,0,0.126,0.064,0.64,-97.8256378173828,40.1240043640137
"29201","Hiawatha","KS",2136,0.136,0.325,0.172,0,0.01,0.115,0.008,0.005,0.005,0.578,34022,0.317,8.562,0.231,0.68,0.021,1956,0.2,1.905,6.534,14.3,15.663,-0.025,NA,NA,NA,0.629,0.139,1.21,0.006,0.009,0.017,0.009,2.298,0.744,0,0.149,0.079,0.609,-95.8358383178711,39.7535018920898
"29202","Marysville","KS",1652,0.146,0.301,0.145,0,0.002,0.011,0.005,0.001,0.007,0.557,34953,0.346,10.779,0.238,0.652,0.042,4099,0.2,1.905,7.199,12.2,20.071,-0.028,NA,NA,NA,0.634,0.133,0.715,0.006,0.006,0.006,0.009,2.206,0.776,0,0.104,0.065,0.633,-96.8196640014648,39.7686767578125
"29301","Wichita","KS",45287,0.125,0.211,0.072,1,0.075,0.216,0.102,0.086,0.113,0.344,38847,0.374,12.404,0.249,0.537,0.024,2058,0.2,1.905,6.149,17.4,-2.99,0.01,0.009,2786,-0.09,0.68,0.244,0.942,0.005,0.016,0.018,0.056,0.478,0.484,0,0.195,0.114,0.577,-97.5765991210938,37.520824432373
"29302","Newton","KS",6968,0.103,0.237,0.103,1,0.011,0.073,0.012,0.01,0.015,0.563,36055,0.279,6.387,0.215,0.657,0.025,2175,0.2,1.905,7.414,15.3,14.538,-0.022,0.079,11661,0.112,0.666,0.221,0.746,0.006,0.015,0.018,0.02,2.756,0.626,0.001,0.133,0.078,0.628,-97.3318862915039,38.2679824829102
"29402","Emporia","KS",4036,0.145,0.228,0.109,0,0.017,0.147,0.033,0.034,0.039,0.595,29885,0.313,6.731,0.246,0.63,0.037,2568,0.2,1.905,8.784,14.9,1.357,-0.023,0.042,1692,0.056,0.689,0.198,0.225,0.005,0.011,0.02,0.07,0.753,0.491,0.001,0.172,0.092,0.558,-96.1186904907227,38.3217277526855
"29403","Bartlesville","KS",12742,0.197,0.206,0.089,0,0.033,0.099,0.045,0.034,0.053,0.529,34266,0.387,7.497,0.312,0.585,0.017,2116,0.2,1.905,5.039,16.3,1.513,-0.007,0.034,1865,-0.083,0.606,0.217,1.122,0.005,0.012,0.015,0.013,0.883,0.624,0.001,0.2,0.107,0.606,-95.5712280273438,37.1653289794922
"29501","Leavenworth","KS",6941,0.117,0.215,0.08,1,0.092,0.089,0.075,0.071,0.072,0.425,33080,0.296,5.759,0.239,0.593,0.019,1378,0.2,1.905,6.836,16,6.203,0,0.023,12305,0.084,0.621,0.106,0.411,0.005,0.047,0.048,0.023,-0.548,0.378,0.001,0.178,0.136,0.564,-95.0571975708008,39.2769317626953
"29505","Polk","MO",2582,0.158,0.242,0.113,0,0.013,0.046,0.015,0.016,0.011,0.569,27754,0.312,6.424,0.248,0.667,0.019,1336,0,0,5.779,12.3,3.919,-0.02,0.059,2369,0.159,0.631,0.169,1.062,0.005,0.01,0.015,0.01,0.927,0.596,0.002,0.146,0.077,0.53,-95.2944183349609,40.2349052429199
"29506","Bethany","MO",1455,0.229,0.2,0.121,0,0.001,0.012,0.007,0.012,0.006,0.468,31181,0.295,6.668,0.228,0.625,0.016,1696,0,0,5.239,12.8,1.058,-0.004,NA,NA,NA,0.609,0.104,0.794,0.005,0.009,0.008,0.008,2.356,0.751,0.001,0.161,0.088,0.628,-94.2919845581055,40.3535690307617
"29601","Columbia","MO",22140,0.146,0.209,0.066,1,0.078,0.131,0.075,0.085,0.068,0.422,32705,0.39,11.061,0.279,0.577,0.019,1593,0,0,5.346,15.3,1.566,-0.004,0.033,5571,0.179,0.682,0.092,2.119,0.005,0.019,0.017,0.029,1.107,0.523,0.001,0.209,0.102,0.527,-92.4945755004883,38.809684753418
"29700","Springfield","MO",32733,0.224,0.155,0.071,1,0.014,0.067,0.073,0.061,0.084,0.344,31926,0.463,12.472,0.338,0.57,0.014,1639,0,0,4.77,16.5,3.364,0.002,0.023,5048,0.027,0.644,0.144,4.333,0.005,0.02,0.015,0.014,0.311,0.513,0.001,0.19,0.11,0.586,-92.9565582275391,37.4749717712402
"29800","Aurora","MO",9687,0.285,0.14,0.075,0,0.002,0.053,0.008,0.007,0.008,0.363,31417,0.384,9.762,0.287,0.565,0.014,1288,0,0,5.398,15.3,-0.8,0.001,0.007,NA,0.263,0.613,0.174,5.418,0.005,0.021,0.022,0.023,-0.161,0.464,0.001,0.176,0.109,0.629,-93.4975433349609,36.802604675293
"3001","Kosciusko","MS",4189,0.531,0.095,0.035,0,0.598,0.135,0.027,0.034,0.021,0.365,24121,0.539,18.373,0.355,0.325,0.016,1748,0,0,4.336,19.8,-13.492,-0.025,0.048,1220,-0.022,0.507,0.231,5.353,0.002,0.013,0.017,0.005,-0.856,0.423,0.002,0.394,0.083,0.461,-90.0540618896484,33.1420021057129
"3003","Jackson","MS",46898,0.321,0.146,0.038,1,0.445,0.288,0.1,0.092,0.11,0.267,33322,0.605,17.981,0.425,0.425,0.016,1604,0,0,4.618,19.2,-15.257,0.005,0.016,2959,-0.02,0.629,0.112,0.644,0.004,0.015,0.013,0.014,-0.538,0.531,0.002,0.303,0.104,0.495,-90.2277221679688,32.2902183532715
"301","Middlesborough","TN",4552,0.39,0.131,0.073,0,0.015,0.064,0.024,0.015,0.026,0.359,22328,0.441,10.691,0.334,0.467,0.015,1190,0,0,5.614,15.1,-9.315,-0.005,0.045,11840,0.111,0.479,0.234,2.063,0.003,0.008,0.012,0.007,-1.27,0.668,0.001,0.211,0.113,0.59,-83.5353317260742,36.5515403747559
"30300","Fayetteville","AR",26547,0.229,0.188,0.092,1,0.011,0.151,0.046,0.048,0.046,0.378,32612,0.545,20.44,0.341,0.545,0.015,1293,1,0,5.063,18.3,1.533,0.014,0.008,3621,0.105,0.645,0.199,1.225,0.004,0.03,0.016,0.061,-0.967,0.512,0.001,0.168,0.103,0.617,-93.9666748046875,36.1406059265137
"30401","Stillwater","OK",5578,0.198,0.219,0.098,0,0.033,0.047,0.072,0.071,0.068,0.568,26432,0.408,8.371,0.324,0.552,0.017,2149,0,0,5.159,16.3,0.166,-0.009,0.013,1890,0.218,0.638,0.114,1.493,0.005,0.027,0.033,0.04,0.074,0.554,0.001,0.186,0.089,0.491,-97.0795364379883,36.2519454956055
"30603","Truth or Consequences","NM",734,0.386,0.124,0.081,0,0.004,0.006,0.009,0.01,0.01,0.6,32267,0.347,5.967,0.287,0.457,0.01,1867,0,0,4.238,18.4,-18.629,0.037,NA,NA,NA,0.435,0.024,0,0.005,0.008,0.015,0.066,-1.349,0.359,0.002,0.242,0.146,0.557,-107.568260192871,32.9778213500977
"30901","Clovis","NM",6808,0.284,0.172,0.083,0,0.045,0.1,0.055,0.05,0.061,0.617,28205,0.436,13.37,0.302,0.553,0.014,1511,0,0,4.674,16.6,-7.413,-0.014,0.027,1221,-0.108,0.619,0.075,0.13,0.005,0.018,0.023,0.079,-0.742,0.639,0.001,0.214,0.099,0.587,-103.358520507812,34.3509559631348
"30902","Littlefield","TX",3091,0.318,0.192,0.08,0,0.03,0.038,0.01,0.005,0.014,0.607,29302,0.434,9.154,0.342,0.479,0.042,1755,0,0,6.744,13,3.218,-0.012,NA,NA,NA,0.584,0.109,0.041,0.005,0.016,0.022,0.093,-0.861,0.866,0.001,0.14,0.077,0.619,-102.468887329102,34.2419090270996
"30904","Pampa","TX",5479,0.164,0.3,0.153,1,0.034,0.103,0.054,0.049,0.06,0.549,33957,0.355,8.602,0.269,0.578,0.032,1860,0,0,6.538,13.7,3.792,-0.017,0.017,800,-0.204,0.559,0.15,0.26,0.004,0.014,0.017,0.049,0.063,0.844,0.001,0.167,0.089,0.648,-100.796180725098,35.6877746582031
"30905","Wellington","TX",774,0.28,0.263,0.134,0,0.036,0.04,0.013,0.018,0.006,0.64,32499,0.392,6.738,0.325,0.566,0.042,2584,0,0,9.345,10.5,8.86,-0.033,NA,NA,NA,0.573,0.018,0.096,0.005,0.003,0.008,0.049,0.756,0.809,0.001,0.166,0.071,0.655,-100.259323120117,35.1179351806641
"30906","Memphis","TX",720,0.331,0.202,0.117,0,0.052,0.071,0.012,0.004,0.013,0.601,29000,0.379,8.488,0.294,0.488,0.026,2063,0,0,6.922,10.7,8.631,-0.031,0.106,432,-0.06,0.575,0.034,0.303,0.004,0.009,0.014,0.053,0.679,0.826,0.001,0.169,0.087,0.622,-100.850151062012,34.5850830078125
"30908","Plainview","TX",5161,0.308,0.165,0.085,0,0.053,0.068,0.028,0.024,0.04,0.612,27000,0.417,7.827,0.339,0.487,0.019,1603,0,0,5.729,14.1,5.612,-0.007,0.019,7500,0.039,0.578,0.112,0.077,0.005,0.015,0.024,0.072,-0.417,0.874,0.001,0.184,0.074,0.615,-101.677635192871,34.2349853515625
"31002","Ulysses","KS",1596,0.122,0.286,0.191,0,0.004,0.019,0.004,0.001,0.001,0.685,34785,0.305,5.824,0.247,0.601,0.073,3487,0.2,1.905,9.888,13.8,-3.071,-0.025,NA,NA,NA,0.651,0.053,0.029,0.006,0.005,0.007,0.123,0.8,0.69,0.002,0.116,0.074,0.658,-101.449340820312,37.4209480285645
"31004","Liberal","KS",2797,0.162,0.254,0.121,0,0.025,0.16,0.02,0.006,0.033,0.642,30590,0.34,7.505,0.265,0.62,0.036,2769,0.2,1.905,5.555,15.5,-8.461,0.023,0.03,1024,-0.005,0.633,0.173,0.173,0.005,0.012,0.019,0.209,1.114,0.525,0.002,0.147,0.079,0.626,-100.481628417969,37.0461921691895
"31005","Perryton","TX",1781,0.188,0.329,0.233,0,0.001,0.059,0.008,0.004,0.009,0.632,33736,0.366,8.223,0.284,0.588,0.046,2328,0,0,6.59,12.5,4.529,-0.027,NA,NA,NA,0.636,0.034,0.08,0.006,0.003,0.006,0.151,0.396,0.779,0.002,0.124,0.074,0.677,-100.772438049316,36.3008232116699
"31007","Dumas","TX",2788,0.187,0.249,0.136,0,0.02,0.082,0.021,0.015,0.023,0.611,29327,0.334,5.804,0.276,0.601,0.038,1967,0,0,5.242,14.2,2.879,-0.024,NA,NA,NA,0.608,0.206,0.09,0.005,0.012,0.021,0.151,-0.356,0.568,0.002,0.142,0.072,0.665,-102.514724731445,35.9725379943848
"3102","Brookhaven","MS",4174,0.35,0.187,0.064,0,0.302,0.098,0.014,0.018,0.008,0.321,27071,0.569,21.251,0.356,0.463,0.018,1806,0,0,4.338,18.3,-8.088,0.016,NA,NA,NA,0.552,0.143,0.603,0.002,0.016,0.016,0.006,-0.017,0.719,0.001,0.24,0.088,0.57,-90.2544555664062,31.5236892700195
"31103","Gonzales","TX",1615,0.392,0.146,0.07,0,0.08,0.046,0.018,0.017,0.02,0.492,28893,0.442,13.004,0.312,0.469,0.025,2045,0,0,5.388,14,-1.242,-0.021,NA,NA,NA,0.583,0.133,0.759,0.004,0.022,0.023,0.109,-0.823,0.584,0.002,0.21,0.088,0.572,-97.4857635498047,29.4550743103027
"31201","Austin","TX",84517,0.175,0.194,0.069,1,0.078,0.171,0.138,0.125,0.152,0.249,41322,0.542,22.009,0.321,0.471,0.032,3399,0,0,5.891,15.6,-2.109,0.002,0.008,3161,0.098,0.709,0.139,2.074,0.004,0.037,0.027,0.12,-0.191,0.453,0.001,0.193,0.103,0.523,-97.3492889404297,30.3460788726807
"31302","Beeville","TX",3694,0.326,0.206,0.102,0,0.099,0.08,0.022,0.019,0.026,0.466,18313,0.462,13.835,0.324,0.515,0.024,2161,0,0,5.794,14.3,0.022,-0.014,0.021,720,-0.107,0.417,0.064,0.166,0.003,0.016,0.021,0.025,-0.714,0.491,0.001,0.236,0.098,0.558,-97.6544952392578,28.5498275756836
"31401","Midland","TX",26384,0.245,0.298,0.179,1,0.052,0.174,0.066,0.044,0.09,0.462,33502,0.524,14.337,0.38,0.494,0.034,2681,0,0,4.923,17.1,-1.318,0.013,0.011,812,-0.17,0.621,0.075,0.287,0.004,0.02,0.021,0.093,-0.815,0.594,0.002,0.204,0.105,0.593,-102.464363098145,31.5839157104492
"31403","Fort Stockton","TX",1912,0.312,0.28,0.223,0,0.034,0.081,0.019,0.021,0.021,0.664,22363,0.439,9.256,0.347,0.489,0.082,2754,0,0,11.336,12.6,-3.859,0.01,NA,NA,NA,0.534,0.032,0.006,0.005,0.01,0.019,0.13,-1.094,0.53,0.001,0.172,0.067,0.665,-102.181854248047,30.8465766906738
"31404","Alpine","TX",1450,0.364,0.218,0.18,0,0.006,0.192,0.041,0.03,0.045,0.705,25586,0.442,8.578,0.356,0.467,0.036,2703,0,0,6.333,12.6,-0.945,-0.007,0.054,960,-0.088,0.599,0.034,0.015,0.004,0.012,0.022,0.189,-0.263,0.6,0.001,0.218,0.095,0.573,-103.635215759277,29.7494506835938
"31501","Crystal City","TX",2160,0.601,0.124,0.083,0,0.005,0.033,0.02,0.019,0.017,0.606,17379,0.442,10.724,0.334,0.285,0.046,2097,0,0,6.533,14,-8.178,0.035,NA,NA,NA,0.489,0.062,0.329,0.003,0.012,0.014,0.109,-1.574,0.777,0.002,0.249,0.068,0.563,-99.6863174438477,28.5983295440674
"31502","Pearsall","TX",1859,0.481,0.152,0.094,0,0.044,0.084,0.012,0.005,0.016,0.544,18365,0.445,9.465,0.35,0.391,0.041,3074,0,0,6.349,14,-11.674,0.012,NA,NA,NA,0.467,0.043,0.334,0.003,0.014,0.013,0.054,-0.801,0.882,0.003,0.222,0.074,0.607,-99.1302490234375,28.5215797424316
"31700","Corpus Christi","TX",46674,0.326,0.188,0.106,1,0.033,0.191,0.075,0.071,0.077,0.387,30127,0.528,13.484,0.393,0.454,0.033,2263,0,0,5.918,15.7,-2.187,0.007,0.006,1182,-0.061,0.596,0.073,0.176,0.003,0.02,0.022,0.057,-1.032,0.545,0.002,0.229,0.107,0.542,-97.4435424804688,27.7055282592773
"31800","College Station","TX",13536,0.253,0.194,0.078,1,0.13,0.16,0.082,0.077,0.09,0.451,26268,0.486,10.991,0.376,0.497,0.03,2210,0,0,6.227,15.2,1.182,-0.005,0.005,2400,0.408,0.617,0.078,0.294,0.004,0.027,0.031,0.086,-1.111,0.5,0.001,0.22,0.07,0.481,-96.4033737182617,30.6951713562012
"31900","Pearland","TX",28765,0.19,0.254,0.116,1,0.097,0.091,0.067,0.055,0.078,0.291,34849,0.401,7.742,0.324,0.489,0.034,1988,0,0,5.65,16.7,10.619,-0.01,0.009,391,-0.251,0.619,0.167,0.874,0.003,0.043,0.032,0.084,-1.568,0.574,0.002,0.168,0.099,0.601,-95.8137359619141,29.2001705169678
"32000","Houston","TX",345836,0.218,0.219,0.093,1,0.171,0.281,0.13,0.105,0.154,0.21,38963,0.564,17.512,0.389,0.442,0.033,2454,0,0,5.791,17,-1.559,0.007,0.006,2535,-0.212,0.655,0.118,0.455,0.003,0.021,0.02,0.195,-1.829,0.498,0.001,0.205,0.096,0.557,-95.5459060668945,29.9028282165527
"3203","Vicksburg","MS",7846,0.388,0.116,0.031,0,0.563,0.239,0.065,0.065,0.072,0.379,27080,0.547,13.243,0.414,0.391,0.018,1874,0,0,4.492,18.3,-18.28,0.03,0.024,2402,0.037,0.566,0.149,2.194,0.003,0.008,0.013,0.009,-0.662,0.46,0.004,0.371,0.091,0.457,-91.1058883666992,32.1802291870117
"32201","Huntsville","TX",13579,0.297,0.178,0.077,0,0.195,0.124,0.037,0.036,0.034,0.411,25251,0.505,13.918,0.365,0.498,0.021,2423,0,0,5.359,14.7,4.851,-0.01,0.01,1219,0.012,0.517,0.129,0.178,0.003,0.021,0.024,0.052,-1.386,0.521,0.001,0.224,0.085,0.601,-95.265251159668,31.2139835357666
"32302","Brady","TX",2117,0.336,0.211,0.118,0,0.013,0.046,0.023,0.02,0.023,0.577,27666,0.466,14.675,0.319,0.49,0.022,2335,0,0,6.125,12.6,7.546,-0.024,NA,NA,NA,0.52,0.135,0.454,0.004,0.01,0.016,0.038,-0.828,0.731,0.001,0.178,0.077,0.655,-99.5421981811523,31.4680957794189
"32303","Junction","TX",573,0.433,0.17,0.073,0,0.002,0.05,0.032,0.033,0.038,0.542,35219,0.394,5.439,0.34,0.433,0.023,1856,0,0,6.72,11.4,16.151,-0.035,NA,NA,NA,0.562,0.085,0.402,0.005,0.004,0.006,0.054,-0.369,0.568,0.001,0.195,0.112,0.606,-99.7238006591797,30.6518516540527
